,GO term,COGs,GO term name,Number of COGs,IC,SuperCOGs,Number of SuperCOGs
6142,GO:0016233,{'B'},telomere capping,1,11.0543,{'supercog3'},1
6143,GO:0007095,{'D'},mitotic G2 DNA damage checkpoint signaling,1,12.5238,{'supercog1'},1
6144,GO:0008630,{'T'},intrinsic apoptotic signaling pathway in response to DNA damage,1,10.5804,{'supercog1'},1
6145,GO:0016421,{'H'},CoA carboxylase activity,1,8.9931,{'supercog2'},1
6146,GO:0070483,{'T'},detection of hypoxia,1,17.2243,{'supercog1'},1
6147,GO:0010604,{'C'},positive regulation of macromolecule metabolic process,1,5.0984,{'supercog2'},1
6148,GO:0035588,{'T'},G protein-coupled purinergic receptor signaling pathway,1,12.1158,{'supercog1'},1
6149,GO:0043616,{'D'},keratinocyte proliferation,1,12.4169,{'supercog1'},1
6150,GO:0050906,{'T'},detection of stimulus involved in sensory perception,1,10.5804,{'supercog1'},1
6151,GO:0001227,{'K'},"DNA-binding transcription repressor activity, RNA polymerase II-specific",1,10.1854,{'supercog3'},1
6152,GO:0006904,{'W'},vesicle docking involved in exocytosis,1,11.4041,{'supercog1'},1
6153,GO:0061724,{'I'},lipophagy,1,13.9023,{'supercog2'},1
6154,GO:1903844,{'T'},regulation of cellular response to transforming growth factor beta stimulus,1,11.3914,{'supercog1'},1
6155,GO:0009713,{'C'},catechol-containing compound biosynthetic process,1,10.8234,{'supercog2'},1
6156,GO:0045184,{'O'},establishment of protein localization,1,5.0179,{'supercog1'},1
6157,GO:0044270,{'C'},cellular nitrogen compound catabolic process,1,5.1795,{'supercog2'},1
6158,GO:0097070,{'D'},ductus arteriosus closure,1,15.6393,{'supercog1'},1
6159,GO:0045719,{'G'},negative regulation of glycogen biosynthetic process,1,13.9023,{'supercog2'},1
6160,GO:0031577,{'T'},spindle checkpoint signaling,1,10.8149,{'supercog1'},1
6161,GO:0070589,{'R'},cellular component macromolecule biosynthetic process,1,6.265,{'general function'},1
6162,GO:0035120,{'D'},post-embryonic appendage morphogenesis,1,11.7813,{'supercog1'},1
6163,GO:0006865,{'E'},amino acid transport,1,9.1582,{'supercog2'},1
6164,GO:0009891,{'C'},positive regulation of biosynthetic process,1,5.7078,{'supercog2'},1
6165,GO:1903789,{'T'},regulation of amino acid transmembrane transport,1,13.9023,{'supercog1'},1
6166,GO:0002793,{'U'},positive regulation of peptide secretion,1,8.9114,{'supercog1'},1
6167,GO:0023052,{'T'},signaling,1,,{'supercog1'},1
6168,GO:1903901,{'X'},negative regulation of viral life cycle,1,10.6697,{'supercog3'},1
6169,GO:0031674,{'Z'},I band,1,10.2585,{'supercog1'},1
6170,GO:0042745,{'T'},circadian sleep/wake cycle,1,11.9205,{'supercog1'},1
6171,GO:1901606,{'E'},alpha-amino acid catabolic process,1,6.369,{'supercog2'},1
6172,GO:0043812,{'C'},phosphatidylinositol-4-phosphate phosphatase activity,1,14.1368,{'supercog2'},1
6173,GO:0004971,{'P'},AMPA glutamate receptor activity,1,13.832,{'supercog2'},1
6174,GO:0042554,{'C'},superoxide anion generation,1,11.2585,{'supercog2'},1
6175,GO:0035308,{'O'},negative regulation of protein dephosphorylation,1,10.6468,{'supercog1'},1
6176,GO:0071482,{'T'},cellular response to light stimulus,1,9.4462,{'supercog1'},1
6177,GO:0045214,{'Z'},sarcomere organization,1,11.4694,{'supercog1'},1
6178,GO:0016358,{'D'},dendrite development,1,9.5949,{'supercog1'},1
6179,GO:0048515,{'D'},spermatid differentiation,1,10.0197,{'supercog1'},1
6180,GO:0101031,{'O'},chaperone complex,1,11.0148,{'supercog1'},1
6181,GO:0080135,{'T'},regulation of cellular response to stress,1,7.4413,{'supercog1'},1
6182,GO:0043592,{'W'},exosporium,1,,{'supercog1'},1
6183,GO:0019866,{'M'},organelle inner membrane,1,6.5679,{'supercog1'},1
6184,GO:0008406,{'D'},gonad development,1,9.4073,{'supercog1'},1
6185,GO:0047555,{'C'},"3',5'-cyclic-GMP phosphodiesterase activity",1,12.2243,{'supercog2'},1
6186,GO:0018026,{'O'},peptidyl-lysine monomethylation,1,12.9389,{'supercog1'},1
6187,GO:0060348,{'D'},bone development,1,10.0197,{'supercog1'},1
6188,GO:0002705,{'W'},positive regulation of leukocyte mediated immunity,1,9.8149,{'supercog1'},1
6189,GO:0070168,{'D'},negative regulation of biomineral tissue development,1,13.1799,{'supercog1'},1
6190,GO:0030266,{'C'},quinate 3-dehydrogenase (NAD+) activity,1,15.0543,{'supercog2'},1
6191,GO:0006810,{'R'},transport,1,3.3382,{'general function'},1
6192,GO:0050729,{'V'},positive regulation of inflammatory response,1,9.8406,{'supercog1'},1
6193,GO:0031404,{'P'},chloride ion binding,1,11.5804,{'supercog2'},1
6194,GO:1905897,{'T'},regulation of response to endoplasmic reticulum stress,1,11.1158,{'supercog1'},1
6195,GO:0040019,{'D'},positive regulation of embryonic development,1,12.2243,{'supercog1'},1
6196,GO:0044283,{'H'},small molecule biosynthetic process,1,2.9477,{'supercog2'},1
6197,GO:0030425,{'M'},dendrite,1,8.3325,{'supercog1'},1
6198,GO:0018209,{'O'},peptidyl-serine modification,1,8.4478,{'supercog1'},1
6199,GO:0009143,{'H'},nucleoside triphosphate catabolic process,1,8.9598,{'supercog2'},1
6200,GO:0048588,{'Z'},developmental cell growth,1,9.2075,{'supercog1'},1
6201,GO:0015810,{'E'},aspartate transmembrane transport,1,13.2701,{'supercog2'},1
6202,GO:0072679,{'W'},thymocyte migration,1,14.2243,{'supercog1'},1
6203,GO:0051117,{'C'},ATPase binding,1,10.4234,{'supercog2'},1
6204,GO:0007165,{'T'},signal transduction,1,4.1224,{'supercog1'},1
6205,GO:0034284,{'T'},response to monosaccharide,1,9.213,{'supercog1'},1
6206,GO:0006549,{'E'},isoleucine metabolic process,1,8.334,{'supercog2'},1
6207,GO:0035904,{'D'},aorta development,1,12.832,{'supercog1'},1
6208,GO:0042632,{'I'},cholesterol homeostasis,1,10.8064,{'supercog2'},1
6209,GO:0047471,{'G'},maltose alpha-D-glucosyltransferase activity,1,15.0543,{'supercog2'},1
6210,GO:0072234,{'D'},metanephric nephron tubule development,1,13.7648,{'supercog1'},1
6211,GO:0003413,{'D'},chondrocyte differentiation involved in endochondral bone morphogenesis,1,12.9023,{'supercog1'},1
6212,GO:0005789,{'M'},endoplasmic reticulum membrane,1,6.6968,{'supercog1'},1
6213,GO:0046626,{'T'},regulation of insulin receptor signaling pathway,1,11.3788,{'supercog1'},1
6214,GO:0030104,{'R'},water homeostasis,1,10.9859,{'general function'},1
6215,GO:0097241,{'N'},hematopoietic stem cell migration to bone marrow,1,16.6393,{'supercog1'},1
6216,GO:0005635,{'Y'},nuclear envelope,1,7.8406,{'supercog3'},1
6217,GO:0010054,{'D'},trichoblast differentiation,1,12.3174,{'supercog1'},1
6218,GO:0004772,{'I'},sterol O-acyltransferase activity,1,18.2243,{'supercog2'},1
6219,GO:0051896,{'T'},regulation of protein kinase B signaling,1,9.7405,{'supercog1'},1
6220,GO:0051784,{'Y'},negative regulation of nuclear division,1,10.1799,{'supercog3'},1
6221,GO:1903981,{'D'},enterobactin binding,1,12.5518,{'supercog1'},1
6222,GO:0032784,{'K'},regulation of DNA-templated transcription elongation,1,8.9859,{'supercog3'},1
6223,GO:0014704,{'W'},intercalated disc,1,12.0148,{'supercog1'},1
6224,GO:0042407,{'M'},cristae formation,1,12.6096,{'supercog1'},1
6225,GO:0120019,{'I'},phosphatidylcholine transfer activity,1,17.2243,{'supercog2'},1
6226,GO:0032506,{'D'},cytokinetic process,1,7.8075,{'supercog1'},1
6227,GO:0046488,{'I'},phosphatidylinositol metabolic process,1,9.2441,{'supercog2'},1
6228,GO:0015666,{'B'},restriction endodeoxyribonuclease activity,1,11.5661,{'supercog3'},1
6229,GO:0002215,{'V'},defense response to nematode,1,14.9023,{'supercog1'},1
6230,GO:0007367,{'D'},segment polarity determination,1,13.095,{'supercog1'},1
6231,GO:0014721,{'R'},twitch skeletal muscle contraction,1,14.6393,{'general function'},1
6232,GO:0009126,{'H'},purine nucleoside monophosphate metabolic process,1,6.171,{'supercog2'},1
6233,GO:0070129,{'J'},regulation of mitochondrial translation,1,12.1368,{'supercog3'},1
6234,GO:0140719,{'B'},constitutive heterochromatin formation,1,,{'supercog3'},1
6235,GO:0035265,{'D'},organ growth,1,9.7608,{'supercog1'},1
6236,GO:0008333,{'U'},endosome to lysosome transport,1,11.8492,{'supercog1'},1
6237,GO:0046474,{'I'},glycerophospholipid biosynthetic process,1,9.032,{'supercog2'},1
6238,GO:0035357,{'T'},peroxisome proliferator activated receptor signaling pathway,1,12.8667,{'supercog1'},1
6239,GO:1905368,{'O'},peptidase complex,1,7.8033,{'supercog1'},1
6240,GO:0001228,{'K'},"DNA-binding transcription activator activity, RNA polymerase II-specific",1,9.5804,{'supercog3'},1
6241,GO:0120035,{'T'},regulation of plasma membrane bounded cell projection organization,1,7.974,{'supercog1'},1
6242,GO:0004672,{'O'},protein kinase activity,1,5.9088,{'supercog1'},1
6243,GO:0046661,{'D'},male sex differentiation,1,10.3601,{'supercog1'},1
6244,GO:2001294,{'H'},malonyl-CoA catabolic process,1,15.6393,{'supercog2'},1
6245,GO:0005732,{'O'},sno(s)RNA-containing ribonucleoprotein complex,1,10.2818,{'supercog1'},1
6246,GO:0106057,{'T'},negative regulation of calcineurin-mediated signaling,1,13.5238,{'supercog1'},1
6247,GO:0070286,{'O'},axonemal dynein complex assembly,1,11.7485,{'supercog1'},1
6248,GO:0110070,{'M'},cellularization cleavage furrow,1,18.2243,{'supercog1'},1
6249,GO:0009758,{'G'},carbohydrate utilization,1,,{'supercog2'},1
6250,GO:0070525,{'J'},tRNA threonylcarbamoyladenosine metabolic process,1,9.0148,{'supercog3'},1
6251,GO:0106027,{'R'},neuron projection organization,1,11.3539,{'general function'},1
6252,GO:0006515,{'O'},protein quality control for misfolded or incompletely synthesized proteins,1,9.6697,{'supercog1'},1
6253,GO:0044097,{'U'},secretion by the type IV secretion system,1,13.832,{'supercog1'},1
6254,GO:0090092,{'T'},regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1,10.0246,{'supercog1'},1
6255,GO:0046325,{'T'},negative regulation of glucose import,1,13.5238,{'supercog1'},1
6256,GO:0035247,{'O'},peptidyl-arginine omega-N-methylation,1,11.8492,{'supercog1'},1
6257,GO:0075136,{'T'},response to host,1,8.6968,{'supercog1'},1
6258,GO:0050954,{'T'},sensory perception of mechanical stimulus,1,9.798,{'supercog1'},1
6259,GO:0034599,{'T'},cellular response to oxidative stress,1,7.5075,{'supercog1'},1
6260,GO:0007416,{'W'},synapse assembly,1,9.9575,{'supercog1'},1
6261,GO:0050810,{'I'},regulation of steroid biosynthetic process,1,10.01,{'supercog2'},1
6262,GO:0004589,{'C'},dihydroorotate dehydrogenase (NADH) activity,1,12.0345,{'supercog2'},1
6263,GO:0045338,{'I'},farnesyl diphosphate metabolic process,1,11.2356,{'supercog2'},1
6264,GO:0072657,{'O'},protein localization to membrane,1,7.2781,{'supercog1'},1
6265,GO:0051219,{'R'},phosphoprotein binding,1,10.4627,{'general function'},1
6266,GO:0043651,{'C'},linoleic acid metabolic process,1,12.1799,{'supercog2'},1
6267,GO:0050982,{'T'},detection of mechanical stimulus,1,12.2243,{'supercog1'},1
6268,GO:0009205,{'H'},purine ribonucleoside triphosphate metabolic process,1,6.2113,{'supercog2'},1
6269,GO:0047110,{'C'},phenylglyoxylate dehydrogenase (acylating) activity,1,16.2243,{'supercog2'},1
6270,GO:2001119,{'C'},methanofuran metabolic process,1,13.1368,{'supercog2'},1
6271,GO:0050839,{'W'},cell adhesion molecule binding,1,8.575,{'supercog1'},1
6272,GO:0018105,{'O'},peptidyl-serine phosphorylation,1,8.5913,{'supercog1'},1
6273,GO:2000679,{'K'},positive regulation of transcription regulatory region DNA binding,1,12.4169,{'supercog3'},1
6274,GO:0000915,{'D'},actomyosin contractile ring assembly,1,11.9205,{'supercog1'},1
6275,GO:0034518,{'O'},RNA cap binding complex,1,11.6393,{'supercog1'},1
6276,GO:0010971,{'D'},positive regulation of G2/M transition of mitotic cell cycle,1,12.4429,{'supercog1'},1
6277,GO:0000964,{'A'},mitochondrial RNA 5'-end processing,1,14.2243,{'supercog3'},1
6278,GO:0065003,{'O'},protein-containing complex assembly,1,5.1481,{'supercog1'},1
6279,GO:0045935,{'C'},positive regulation of nucleobase-containing compound metabolic process,1,5.9389,{'supercog2'},1
6280,GO:0050526,{'I'},poly(3-hydroxybutyrate) depolymerase activity,1,18.2243,{'supercog2'},1
6281,GO:0009415,{'T'},response to water,1,9.8844,{'supercog1'},1
6282,GO:0016716,{'C'},"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen",1,13.1368,{'supercog2'},1
6283,GO:0007080,{'D'},mitotic metaphase plate congression,1,10.7813,{'supercog1'},1
6284,GO:0016278,{'H'},lysine N-methyltransferase activity,1,9.7046,{'supercog2'},1
6285,GO:0071605,{'K'},monocyte chemotactic protein-1 production,1,12.6393,{'supercog3'},1
6286,GO:0034197,{'I'},triglyceride transport,1,14.0543,{'supercog2'},1
6287,GO:0006198,{'F'},cAMP catabolic process,1,14.3174,{'supercog2'},1
6288,GO:0045003,{'L'},double-strand break repair via synthesis-dependent strand annealing,1,12.1582,{'supercog3'},1
6289,GO:0016651,{'C'},"oxidoreductase activity, acting on NAD(P)H",1,6.3953,{'supercog2'},1
6290,GO:0032637,{'K'},interleukin-8 production,1,10.6393,{'supercog3'},1
6291,GO:0072207,{'D'},metanephric epithelium development,1,13.3174,{'supercog1'},1
6292,GO:0070262,{'O'},peptidyl-serine dephosphorylation,1,13.0543,{'supercog1'},1
6293,GO:0051864,{'C'},histone H3K36 demethylase activity,1,12.247,{'supercog2'},1
6294,GO:0019538,{'O'},protein metabolic process,1,1.9996,{'supercog1'},1
6295,GO:1902019,{'N'},regulation of cilium-dependent cell motility,1,12.6393,{'supercog1'},1
6296,GO:0043903,{'T'},regulation of biological process involved in symbiotic interaction,1,9.0124,{'supercog1'},1
6297,GO:1900722,{'O'},regulation of protein adenylylation,1,16.6393,{'supercog1'},1
6298,GO:0061929,{'C'},gamma-glutamylaminecyclotransferase activity,1,13.7007,{'supercog2'},1
6299,GO:0072348,{'R'},sulfur compound transport,1,9.6281,{'general function'},1
6300,GO:0071072,{'I'},negative regulation of phospholipid biosynthetic process,1,13.5238,{'supercog2'},1
6301,GO:0036085,{'U'},GDP-fucose import into Golgi lumen,1,,{'supercog1'},1
6302,GO:0071616,{'H'},acyl-CoA biosynthetic process,1,8.0809,{'supercog2'},1
6303,GO:0009692,{'C'},ethylene metabolic process,1,12.1582,{'supercog2'},1
6304,GO:0003091,{'T'},renal water homeostasis,1,12.7007,{'supercog1'},1
6305,GO:0019400,{'G'},alditol metabolic process,1,8.6133,{'supercog2'},1
6306,GO:0016018,{'Q'},cyclosporin A binding,1,11.4041,{'supercog2'},1
6307,GO:0008376,{'G'},acetylgalactosaminyltransferase activity,1,11.9023,{'supercog2'},1
6308,GO:0042844,{'H'},glycol metabolic process,1,12.6096,{'supercog2'},1
6309,GO:0015812,{'E'},gamma-aminobutyric acid transport,1,14.4169,{'supercog2'},1
6310,GO:0045550,{'C'},geranylgeranyl reductase activity,1,12.5238,{'supercog2'},1
6311,GO:0033688,{'D'},regulation of osteoblast proliferation,1,12.5804,{'supercog1'},1
6312,GO:0005262,{'P'},calcium channel activity,1,10.3234,{'supercog2'},1
6313,GO:0030493,{'H'},bacteriochlorophyll metabolic process,1,11.3295,{'supercog2'},1
6314,GO:0015499,{'C'},formate transmembrane transporter activity,1,16.2243,{'supercog2'},1
6315,GO:0042562,{'Q'},hormone binding,1,9.3632,{'supercog2'},1
6316,GO:0009268,{'T'},response to pH,1,9.9859,{'supercog1'},1
6317,GO:0018739,{'H'},4-hydroxybenzoyl-CoA thioesterase activity,1,14.5238,{'supercog2'},1
6318,GO:0030213,{'G'},hyaluronan biosynthetic process,1,14.0543,{'supercog2'},1
6319,GO:0090627,{'D'},plant epidermal cell differentiation,1,11.7648,{'supercog1'},1
6320,GO:0048265,{'T'},response to pain,1,13.0543,{'supercog1'},1
6321,GO:0008589,{'T'},regulation of smoothened signaling pathway,1,11.0051,{'supercog1'},1
6322,GO:0072088,{'D'},nephron epithelium morphogenesis,1,11.0644,{'supercog1'},1
6323,GO:0070667,{'D'},negative regulation of mast cell proliferation,1,15.4169,{'supercog1'},1
6324,GO:0010975,{'D'},regulation of neuron projection development,1,8.4446,{'supercog1'},1
6325,GO:2000425,{'U'},regulation of apoptotic cell clearance,1,12.8667,{'supercog1'},1
6326,GO:0072009,{'D'},nephron epithelium development,1,10.7405,{'supercog1'},1
6327,GO:0046073,{'F'},dTMP metabolic process,1,9.4009,{'supercog2'},1
6328,GO:0051702,{'T'},biological process involved in interaction with symbiont,1,10.5518,{'supercog1'},1
6329,GO:0098713,{'U'},leucine import across plasma membrane,1,14.6393,{'supercog1'},1
6330,GO:0072523,{'C'},purine-containing compound catabolic process,1,8.9297,{'supercog2'},1
6331,GO:1990858,{'T'},cellular response to lectin,1,,{'supercog1'},1
6332,GO:0034785,{'H'},salicylate 5-hydroxylase activity,1,18.2243,{'supercog2'},1
6333,GO:0008146,{'P'},sulfotransferase activity,1,10.7731,{'supercog2'},1
6334,GO:0070064,{'E'},proline-rich region binding,1,13.2243,{'supercog2'},1
6335,GO:0010827,{'T'},regulation of glucose transmembrane transport,1,10.9859,{'supercog1'},1
6336,GO:0018057,{'O'},peptidyl-lysine oxidation,1,14.5238,{'supercog1'},1
6337,GO:0016878,{'C'},acid-thiol ligase activity,1,8.6678,{'supercog2'},1
6338,GO:0001614,{'F'},purinergic nucleotide receptor activity,1,13.0148,{'supercog2'},1
6339,GO:0032606,{'K'},type I interferon production,1,10.6774,{'supercog3'},1
6340,GO:0005657,{'B'},replication fork,1,8.9205,{'supercog3'},1
6341,GO:0034641,{'C'},cellular nitrogen compound metabolic process,1,1.1307,{'supercog2'},1
6342,GO:0030882,{'I'},lipid antigen binding,1,14.9023,{'supercog2'},1
6343,GO:0045492,{'G'},xylan biosynthetic process,1,13.7648,{'supercog2'},1
6344,GO:0099078,{'O'},BORC complex,1,14.6393,{'supercog1'},1
6345,GO:0030414,{'T'},peptidase inhibitor activity,1,7.8956,{'supercog1'},1
6346,GO:0031295,{'W'},T cell costimulation,1,11.5378,{'supercog1'},1
6347,GO:0070643,{'H'},vitamin D 25-hydroxylase activity,1,14.6393,{'supercog2'},1
6348,GO:0031210,{'I'},phosphatidylcholine binding,1,11.9389,{'supercog2'},1
6349,GO:0048240,{'D'},sperm capacitation,1,12.3663,{'supercog1'},1
6350,GO:0060341,{'U'},regulation of cellular localization,1,7.5169,{'supercog1'},1
6351,GO:0015855,{'F'},pyrimidine nucleobase transport,1,14.4169,{'supercog2'},1
6352,GO:0090263,{'T'},positive regulation of canonical Wnt signaling pathway,1,10.6169,{'supercog1'},1
6353,GO:0071786,{'U'},endoplasmic reticulum tubular network organization,1,13.9763,{'supercog1'},1
6354,GO:0051905,{'U'},establishment of pigment granule localization,1,13.3174,{'supercog1'},1
6355,GO:1902749,{'D'},regulation of cell cycle G2/M phase transition,1,9.6968,{'supercog1'},1
6356,GO:0005504,{'I'},fatty acid binding,1,10.4105,{'supercog2'},1
6357,GO:0008875,{'C'},gluconate dehydrogenase activity,1,15.4169,{'supercog2'},1
6358,GO:0070513,{'O'},death domain binding,1,13.4694,{'supercog1'},1
6359,GO:0005523,{'Z'},tropomyosin binding,1,12.832,{'supercog1'},1
6360,GO:0005641,{'Y'},nuclear envelope lumen,1,12.8667,{'supercog3'},1
6361,GO:0061621,{'C'},canonical glycolysis,1,11.3539,{'supercog2'},1
6362,GO:0000017,{'G'},alpha-glucoside transport,1,,{'supercog2'},1
6363,GO:0034506,{'B'},"chromosome, centromeric core domain",1,13.5804,{'supercog3'},1
6364,GO:0005547,{'I'},"phosphatidylinositol-3,4,5-trisphosphate binding",1,11.8149,{'supercog2'},1
6365,GO:0030547,{'T'},signaling receptor inhibitor activity,1,12.0745,{'supercog1'},1
6366,GO:0052873,{'C'},FMN reductase (NADPH) activity,1,13.5804,{'supercog2'},1
6367,GO:0009832,{'M'},plant-type cell wall biogenesis,1,11.3054,{'supercog1'},1
6368,GO:0006874,{'P'},intracellular calcium ion homeostasis,1,8.7364,{'supercog2'},1
6369,GO:0035927,{'A'},RNA import into mitochondrion,1,14.1368,{'supercog3'},1
6370,GO:0043152,{'V'},induction of bacterial agglutination,1,13.9023,{'supercog1'},1
6371,GO:0019113,{'H'},limonene monooxygenase activity,1,15.6393,{'supercog2'},1
6372,GO:0046149,{'H'},pigment catabolic process,1,12.2935,{'supercog2'},1
6373,GO:0042531,{'O'},positive regulation of tyrosine phosphorylation of STAT protein,1,10.9482,{'supercog1'},1
6374,GO:0061024,{'M'},membrane organization,1,6.605,{'supercog1'},1
6375,GO:0097588,{'N'},archaeal or bacterial-type flagellum-dependent cell motility,1,9.5804,{'supercog1'},1
6376,GO:0047868,{'C'},dimethylmaleate hydratase activity,1,17.2243,{'supercog2'},1
6377,GO:0051129,{'T'},negative regulation of cellular component organization,1,7.3953,{'supercog1'},1
6378,GO:1905392,{'D'},plant organ morphogenesis,1,10.3416,{'supercog1'},1
6379,GO:0016409,{'I'},palmitoyltransferase activity,1,11.1475,{'supercog2'},1
6380,GO:0047017,{'C'},prostaglandin-F synthase activity,1,16.2243,{'supercog2'},1
6381,GO:0006898,{'U'},receptor-mediated endocytosis,1,8.3371,{'supercog1'},1
6382,GO:0042749,{'T'},regulation of circadian sleep/wake cycle,1,12.095,{'supercog1'},1
6383,GO:0060027,{'D'},convergent extension involved in gastrulation,1,13.6393,{'supercog1'},1
6384,GO:0021988,{'D'},olfactory lobe development,1,13.9023,{'supercog1'},1
6385,GO:1905954,{'I'},positive regulation of lipid localization,1,10.8492,{'supercog2'},1
6386,GO:0018904,{'H'},ether metabolic process,1,9.7324,{'supercog2'},1
6387,GO:0030048,{'Z'},actin filament-based movement,1,10.662,{'supercog1'},1
6388,GO:0000049,{'J'},tRNA binding,1,5.531,{'supercog3'},1
6389,GO:0060675,{'D'},ureteric bud morphogenesis,1,11.2818,{'supercog1'},1
6390,GO:0043325,{'G'},"phosphatidylinositol-3,4-bisphosphate binding",1,12.0745,{'supercog2'},1
6391,GO:0016460,{'O'},myosin II complex,1,13.3663,{'supercog1'},1
6392,GO:0045739,{'L'},positive regulation of DNA repair,1,10.8755,{'supercog3'},1
6393,GO:0061015,{'A'},snRNA import into nucleus,1,14.1368,{'supercog3'},1
6394,GO:0036118,{'Q'},hyaluranon cable assembly,1,15.6393,{'supercog2'},1
6395,GO:0030027,{'N'},lamellipodium,1,9.9669,{'supercog1'},1
6396,GO:0009693,{'C'},ethylene biosynthetic process,1,12.1799,{'supercog2'},1
6397,GO:0015829,{'E'},valine transport,1,15.0543,{'supercog2'},1
6398,GO:0045254,{'O'},pyruvate dehydrogenase complex,1,12.2701,{'supercog1'},1
6399,GO:0005986,{'G'},sucrose biosynthetic process,1,12.3914,{'supercog2'},1
6400,GO:0048812,{'D'},neuron projection morphogenesis,1,8.1197,{'supercog1'},1
6401,GO:1903602,{'C'},thermospermine catabolic process,1,15.9023,{'supercog2'},1
6402,GO:0042593,{'G'},glucose homeostasis,1,9.1799,{'supercog2'},1
6403,GO:0016540,{'O'},protein autoprocessing,1,12.247,{'supercog1'},1
6404,GO:0016056,{'T'},rhodopsin mediated signaling pathway,1,11.6393,{'supercog1'},1
6405,GO:0061951,{'O'},establishment of protein localization to plasma membrane,1,10.9955,{'supercog1'},1
6406,GO:0061695,{'O'},"transferase complex, transferring phosphorus-containing groups",1,7.7224,{'supercog1'},1
6407,GO:0032036,{'Z'},myosin heavy chain binding,1,13.4169,{'supercog1'},1
6408,GO:0060179,{'D'},male mating behavior,1,13.2243,{'supercog1'},1
6409,GO:0004721,{'O'},phosphoprotein phosphatase activity,1,7.7455,{'supercog1'},1
6410,GO:0034011,{'E'},L-cysteate sulfo-lyase activity,1,18.2243,{'supercog2'},1
6411,GO:0044314,{'O'},protein K27-linked ubiquitination,1,15.0543,{'supercog1'},1
6412,GO:1902042,{'T'},negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,1,11.8667,{'supercog1'},1
6413,GO:0099617,{'M'},matrix side of mitochondrial inner membrane,1,15.4169,{'supercog1'},1
6414,GO:0031443,{'Z'},fast-twitch skeletal muscle fiber contraction,1,15.0543,{'supercog1'},1
6415,GO:0008424,{'O'},glycoprotein 6-alpha-L-fucosyltransferase activity,1,15.6393,{'supercog1'},1
6416,GO:0031670,{'T'},cellular response to nutrient,1,10.247,{'supercog1'},1
6417,GO:1901880,{'O'},negative regulation of protein depolymerization,1,10.3295,{'supercog1'},1
6418,GO:0016231,{'G'},beta-N-acetylglucosaminidase activity,1,12.3663,{'supercog2'},1
6419,GO:0042726,{'C'},flavin-containing compound metabolic process,1,8.4998,{'supercog2'},1
6420,GO:0008276,{'O'},protein methyltransferase activity,1,8.0394,{'supercog1'},1
6421,GO:0033108,{'O'},mitochondrial respiratory chain complex assembly,1,10.0898,{'supercog1'},1
6422,GO:0000731,{'L'},DNA synthesis involved in DNA repair,1,10.6929,{'supercog3'},1
6423,GO:0006915,{'D'},apoptotic process,1,6.1381,{'supercog1'},1
6424,GO:0030613,{'C'},"oxidoreductase activity, acting on phosphorus or arsenic in donors",1,12.0148,{'supercog2'},1
6425,GO:1902645,{'H'},tertiary alcohol biosynthetic process,1,12.5238,{'supercog2'},1
6426,GO:0071567,{'O'},deUFMylase activity,1,14.6393,{'supercog1'},1
6427,GO:1901401,{'H'},regulation of tetrapyrrole metabolic process,1,13.6393,{'supercog2'},1
6428,GO:0014909,{'N'},smooth muscle cell migration,1,11.4299,{'supercog1'},1
6429,GO:0034458,{'A'},3'-5' RNA helicase activity,1,13.9023,{'supercog3'},1
6430,GO:0048030,{'G'},disaccharide binding,1,11.1475,{'supercog2'},1
6431,GO:0009150,{'F'},purine ribonucleotide metabolic process,1,4.3479,{'supercog2'},1
6432,GO:0097501,{'T'},stress response to metal ion,1,11.9389,{'supercog1'},1
6433,GO:0010011,{'Q'},auxin binding,1,14.3174,{'supercog2'},1
6434,GO:2001046,{'T'},positive regulation of integrin-mediated signaling pathway,1,14.5238,{'supercog1'},1
6435,GO:1901216,{'R'},positive regulation of neuron death,1,10.6096,{'general function'},1
6436,GO:0044295,{'D'},axonal growth cone,1,12.7007,{'supercog1'},1
6437,GO:0030416,{'C'},methylamine metabolic process,1,13.9763,{'supercog2'},1
6438,GO:0008207,{'Q'},C21-steroid hormone metabolic process,1,11.3174,{'supercog2'},1
6439,GO:0031420,{'P'},alkali metal ion binding,1,9.8844,{'supercog2'},1
6440,GO:0048827,{'D'},phyllome development,1,9.8277,{'supercog1'},1
6441,GO:0010152,{'D'},pollen maturation,1,14.5238,{'supercog1'},1
6442,GO:1903828,{'O'},negative regulation of protein localization,1,10.4896,{'supercog1'},1
6443,GO:0103075,{'H'},indole-3-pyruvate monooxygenase activity,1,16.6393,{'supercog2'},1
6444,GO:0042127,{'D'},regulation of cell population proliferation,1,6.6544,{'supercog1'},1
6445,GO:0009166,{'F'},nucleotide catabolic process,1,8.1105,{'supercog2'},1
6446,GO:0005024,{'O'},transforming growth factor beta receptor activity,1,14.9023,{'supercog1'},1
6447,GO:0043966,{'R'},histone H3 acetylation,1,10.9389,{'general function'},1
6448,GO:0009896,{'C'},positive regulation of catabolic process,1,8.3114,{'supercog2'},1
6449,GO:0010340,{'C'},carboxyl-O-methyltransferase activity,1,9.8064,{'supercog2'},1
6450,GO:0033345,{'E'},asparagine catabolic process via L-aspartate,1,14.1368,{'supercog2'},1
