,GO term,COGs,GO term name,Number of COGs,IC,SuperCOGs,Number of SuperCOGs
4072,GO:1902117,{'T'},positive regulation of organelle assembly,1,10.6774,{'supercog1'},1
4073,GO:0051345,{'C'},positive regulation of hydrolase activity,1,7.3946,{'supercog2'},1
4074,GO:0009374,{'H'},biotin binding,1,11.9023,{'supercog2'},1
4075,GO:0010608,{'K'},posttranscriptional regulation of gene expression,1,6.3024,{'supercog3'},1
4076,GO:0008540,{'O'},"proteasome regulatory particle, base subcomplex",1,11.8844,{'supercog1'},1
4077,GO:0006112,{'C'},energy reserve metabolic process,1,8.3663,{'supercog2'},1
4078,GO:0019346,{'E'},transsulfuration,1,11.8149,{'supercog2'},1
4079,GO:0019199,{'O'},transmembrane receptor protein kinase activity,1,9.2935,{'supercog1'},1
4080,GO:0000463,{'J'},"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,10.01,{'supercog3'},1
4081,GO:0070279,{'H'},vitamin B6 binding,1,6.3287,{'supercog2'},1
4082,GO:0071901,{'O'},negative regulation of protein serine/threonine kinase activity,1,10.1368,{'supercog1'},1
4083,GO:0043242,{'O'},negative regulation of protein-containing complex disassembly,1,10.1799,{'supercog1'},1
4084,GO:0005743,{'M'},mitochondrial inner membrane,1,6.6506,{'supercog1'},1
4085,GO:0097485,{'D'},neuron projection guidance,1,9.2271,{'supercog1'},1
4086,GO:0019104,{'B'},DNA N-glycosylase activity,1,8.3914,{'supercog3'},1
4087,GO:0006760,{'C'},folic acid-containing compound metabolic process,1,7.2215,{'supercog2'},1
4088,GO:0043542,{'N'},endothelial cell migration,1,9.5804,{'supercog1'},1
4089,GO:0009056,{'C'},catabolic process,1,3.2033,{'supercog2'},1
4090,GO:0071870,{'T'},cellular response to catecholamine stimulus,1,11.1368,{'supercog1'},1
4091,GO:0010647,{'T'},positive regulation of cell communication,1,6.3443,{'supercog1'},1
4092,GO:2000117,{'O'},negative regulation of cysteine-type endopeptidase activity,1,10.2243,{'supercog1'},1
4093,GO:0019013,{'X'},viral nucleocapsid,1,9.8363,{'supercog3'},1
4094,GO:0015026,{'T'},coreceptor activity,1,11.6244,{'supercog1'},1
4095,GO:1900542,{'F'},regulation of purine nucleotide metabolic process,1,10.3601,{'supercog2'},1
4096,GO:0052547,{'O'},regulation of peptidase activity,1,7.4955,{'supercog1'},1
4097,GO:0032509,{'U'},endosome transport via multivesicular body sorting pathway,1,10.8406,{'supercog1'},1
4098,GO:0033875,{'H'},ribonucleoside bisphosphate metabolic process,1,6.771,{'supercog2'},1
4099,GO:0010677,{'R'},negative regulation of cellular carbohydrate metabolic process,1,10.9023,{'general function'},1
4100,GO:0006413,{'J'},translational initiation,1,6.8422,{'supercog3'},1
4101,GO:0022618,{'J'},ribonucleoprotein complex assembly,1,7.1649,{'supercog3'},1
4102,GO:1903036,{'T'},positive regulation of response to wounding,1,10.9669,{'supercog1'},1
4103,GO:0000422,{'O'},autophagy of mitochondrion,1,9.9389,{'supercog1'},1
4104,GO:1904724,{'M'},tertiary granule lumen,1,9.8844,{'supercog1'},1
4105,GO:0009991,{'T'},response to extracellular stimulus,1,6.2012,{'supercog1'},1
4106,GO:1903169,{'P'},regulation of calcium ion transmembrane transport,1,10.1799,{'supercog2'},1
4107,GO:0009273,{'M'},peptidoglycan-based cell wall biogenesis,1,6.3009,{'supercog1'},1
4108,GO:0002479,{'W'},"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",1,11.7648,{'supercog1'},1
4109,GO:0051883,{'R'},killing of cells in other organism involved in symbiotic interaction,1,8.9598,{'general function'},1
4110,GO:0007166,{'T'},cell surface receptor signaling pathway,1,5.5397,{'supercog1'},1
4111,GO:0005975,{'G'},carbohydrate metabolic process,1,3.8171,{'supercog2'},1
4112,GO:0008901,{'C'},ferredoxin hydrogenase activity,1,11.0444,{'supercog2'},1
4113,GO:0046036,{'F'},CTP metabolic process,1,7.8438,{'supercog2'},1
4114,GO:0006721,{'I'},terpenoid metabolic process,1,6.5629,{'supercog2'},1
4115,GO:0043025,{'R'},neuronal cell body,1,8.2788,{'general function'},1
4116,GO:0016831,{'C'},carboxy-lyase activity,1,6.4858,{'supercog2'},1
4117,GO:0051289,{'O'},protein homotetramerization,1,8.8363,{'supercog1'},1
4118,GO:0015979,{'C'},photosynthesis,1,6.6851,{'supercog2'},1
4119,GO:0045727,{'J'},positive regulation of translation,1,8.5554,{'supercog3'},1
4120,GO:0043408,{'T'},regulation of MAPK cascade,1,7.6262,{'supercog1'},1
4121,GO:0048880,{'D'},sensory system development,1,8.7855,{'supercog1'},1
4122,GO:1901334,{'C'},lactone metabolic process,1,12.1158,{'supercog2'},1
4123,GO:0032838,{'M'},plasma membrane bounded cell projection cytoplasm,1,9.3054,{'supercog1'},1
4124,GO:0043039,{'J'},tRNA aminoacylation,1,5.3274,{'supercog3'},1
4125,GO:0008016,{'T'},regulation of heart contraction,1,10.121,{'supercog1'},1
4126,GO:0034708,{'O'},methyltransferase complex,1,9.5518,{'supercog1'},1
4127,GO:0031461,{'O'},cullin-RING ubiquitin ligase complex,1,9.3325,{'supercog1'},1
4128,GO:0031401,{'O'},positive regulation of protein modification process,1,6.853,{'supercog1'},1
4129,GO:0033762,{'T'},response to glucagon,1,11.9023,{'supercog1'},1
4130,GO:0005798,{'U'},Golgi-associated vesicle,1,9.0898,{'supercog1'},1
4131,GO:0051252,{'A'},regulation of RNA metabolic process,1,4.1193,{'supercog3'},1
4132,GO:0010952,{'O'},positive regulation of peptidase activity,1,9.8106,{'supercog1'},1
4133,GO:0001889,{'D'},liver development,1,10.1002,{'supercog1'},1
4134,GO:0032210,{'L'},regulation of telomere maintenance via telomerase,1,11.3788,{'supercog3'},1
4135,GO:0000469,{'R'},cleavage involved in rRNA processing,1,10.0847,{'general function'},1
4136,GO:0006403,{'A'},RNA localization,1,8.1744,{'supercog3'},1
4137,GO:1903963,{'C'},arachidonate transport,1,9.2441,{'supercog2'},1
4138,GO:0098781,{'K'},ncRNA transcription,1,10.2019,{'supercog3'},1
4139,GO:0046459,{'I'},short-chain fatty acid metabolic process,1,10.2935,{'supercog2'},1
4140,GO:0030193,{'T'},regulation of blood coagulation,1,10.2187,{'supercog1'},1
4141,GO:0016273,{'H'},arginine N-methyltransferase activity,1,11.6096,{'supercog2'},1
4142,GO:0042219,{'C'},cellular modified amino acid catabolic process,1,10.7086,{'supercog2'},1
4143,GO:0042273,{'J'},ribosomal large subunit biogenesis,1,7.9012,{'supercog3'},1
4144,GO:0051014,{'Z'},actin filament severing,1,11.6393,{'supercog1'},1
4145,GO:0045851,{'T'},pH reduction,1,10.3478,{'supercog1'},1
4146,GO:0009313,{'G'},oligosaccharide catabolic process,1,10.3725,{'supercog2'},1
4147,GO:1990868,{'T'},response to chemokine,1,10.3054,{'supercog1'},1
4148,GO:0009092,{'E'},homoserine metabolic process,1,10.2299,{'supercog2'},1
4149,GO:0042645,{'J'},mitochondrial nucleoid,1,10.9114,{'supercog3'},1
4150,GO:0031214,{'D'},biomineral tissue development,1,10.3601,{'supercog1'},1
4151,GO:0051346,{'C'},negative regulation of hydrolase activity,1,7.3432,{'supercog2'},1
4152,GO:0019856,{'H'},pyrimidine nucleobase biosynthetic process,1,7.2054,{'supercog2'},1
4153,GO:0019430,{'V'},removal of superoxide radicals,1,8.9001,{'supercog1'},1
4154,GO:0042542,{'T'},response to hydrogen peroxide,1,8.8601,{'supercog1'},1
4155,GO:0044183,{'O'},protein folding chaperone,1,,{'supercog1'},1
4156,GO:0043666,{'O'},regulation of phosphoprotein phosphatase activity,1,9.7772,{'supercog1'},1
4157,GO:0046164,{'H'},alcohol catabolic process,1,8.3114,{'supercog2'},1
4158,GO:0009360,{'O'},DNA polymerase III complex,1,11.2701,{'supercog1'},1
4159,GO:0004347,{'C'},glucose-6-phosphate isomerase activity,1,9.5696,{'supercog2'},1
4160,GO:0001098,{'K'},basal transcription machinery binding,1,10.5032,{'supercog3'},1
4161,GO:2001021,{'R'},negative regulation of response to DNA damage stimulus,1,10.6851,{'general function'},1
4162,GO:0046144,{'R'},D-alanine family amino acid metabolic process,1,10.0543,{'general function'},1
4163,GO:0000187,{'R'},activation of MAPK activity,1,9.8536,{'general function'},1
4164,GO:0015749,{'G'},monosaccharide transmembrane transport,1,9.6968,{'supercog2'},1
4165,GO:0018024,{'R'},histone-lysine N-methyltransferase activity,1,9.9955,{'general function'},1
4166,GO:0010632,{'T'},regulation of epithelial cell migration,1,9.5066,{'supercog1'},1
4167,GO:0016731,{'C'},"oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor",1,10.2243,{'supercog2'},1
4168,GO:0006357,{'K'},regulation of transcription by RNA polymerase II,1,5.8959,{'supercog3'},1
4169,GO:0016699,{'C'},"oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor",1,11.0444,{'supercog2'},1
4170,GO:0000470,{'J'},maturation of LSU-rRNA,1,9.6544,{'supercog3'},1
4171,GO:0015075,{'U'},ion transmembrane transporter activity,1,5.1778,{'supercog1'},1
4172,GO:0050708,{'O'},regulation of protein secretion,1,8.2513,{'supercog1'},1
4173,GO:0018193,{'O'},peptidyl-amino acid modification,1,5.4551,{'supercog1'},1
4174,GO:0030135,{'U'},coated vesicle,1,8.7105,{'supercog1'},1
4175,GO:0005905,{'M'},clathrin-coated pit,1,10.9859,{'supercog1'},1
4176,GO:1901615,{'C'},organic hydroxy compound metabolic process,1,5.6535,{'supercog2'},1
4177,GO:0051180,{'H'},vitamin transport,1,10.169,{'supercog2'},1
4178,GO:0044232,{'R'},organelle membrane contact site,1,10.6929,{'general function'},1
4179,GO:0006954,{'V'},inflammatory response,1,7.252,{'supercog1'},1
4180,GO:0016311,{'C'},dephosphorylation,1,6.1765,{'supercog2'},1
4181,GO:0044780,{'R'},bacterial-type flagellum assembly,1,9.8492,{'general function'},1
4182,GO:0035770,{'J'},ribonucleoprotein granule,1,8.3898,{'supercog3'},1
4183,GO:0008013,{'K'},beta-catenin binding,1,11.4561,{'supercog3'},1
4184,GO:0046051,{'F'},UTP metabolic process,1,9.2413,{'supercog2'},1
4185,GO:0061387,{'Z'},regulation of extent of cell growth,1,10.4234,{'supercog1'},1
4186,GO:0052646,{'G'},alditol phosphate metabolic process,1,8.575,{'supercog2'},1
4187,GO:0042180,{'H'},cellular ketone metabolic process,1,6.864,{'supercog2'},1
4188,GO:0043392,{'B'},negative regulation of DNA binding,1,11.7813,{'supercog3'},1
4189,GO:0005775,{'U'},vacuolar lumen,1,9.3295,{'supercog1'},1
4190,GO:0070851,{'T'},growth factor receptor binding,1,9.4761,{'supercog1'},1
4191,GO:0010972,{'D'},negative regulation of G2/M transition of mitotic cell cycle,1,10.6774,{'supercog1'},1
4192,GO:0019955,{'V'},cytokine binding,1,10.0594,{'supercog1'},1
4193,GO:0009074,{'E'},aromatic amino acid family catabolic process,1,8.1799,{'supercog2'},1
4194,GO:0043254,{'O'},regulation of protein-containing complex assembly,1,8.0003,{'supercog1'},1
4195,GO:0045934,{'C'},negative regulation of nucleobase-containing compound metabolic process,1,6.0212,{'supercog2'},1
4196,GO:0051817,{'R'},modulation of process of other organism involved in symbiotic interaction,1,7.3655,{'general function'},1
4197,GO:0045786,{'T'},negative regulation of cell cycle,1,7.6812,{'supercog1'},1
4198,GO:0006569,{'E'},tryptophan catabolic process,1,9.7648,{'supercog2'},1
4199,GO:0010970,{'Z'},transport along microtubule,1,9.5554,{'supercog1'},1
4200,GO:1903201,{'R'},regulation of oxidative stress-induced cell death,1,10.6851,{'general function'},1
4201,GO:0004867,{'T'},serine-type endopeptidase inhibitor activity,1,8.5714,{'supercog1'},1
4202,GO:0016539,{'O'},intein-mediated protein splicing,1,11.4041,{'supercog1'},1
4203,GO:0014075,{'T'},response to amine,1,11.5661,{'supercog1'},1
4204,GO:0030639,{'Q'},polyketide biosynthetic process,1,11.9763,{'supercog2'},1
4205,GO:0005777,{'M'},peroxisome,1,8.0124,{'supercog1'},1
4206,GO:0006757,{'R'},ATP generation from ADP,1,6.3095,{'general function'},1
4207,GO:0055085,{'R'},transmembrane transport,1,4.5583,{'general function'},1
4208,GO:0001676,{'I'},long-chain fatty acid metabolic process,1,9.7244,{'supercog2'},1
4209,GO:0051453,{'T'},regulation of intracellular pH,1,9.9763,{'supercog1'},1
4210,GO:0006753,{'H'},nucleoside phosphate metabolic process,1,3.6226,{'supercog2'},1
4211,GO:0030076,{'O'},light-harvesting complex,1,9.4396,{'supercog1'},1
4212,GO:0006082,{'H'},organic acid metabolic process,1,2.5511,{'supercog2'},1
4213,GO:0019030,{'X'},icosahedral viral capsid,1,9.4528,{'supercog3'},1
4214,GO:0020023,{'M'},kinetoplast,1,13.7648,{'supercog1'},1
4215,GO:0007267,{'T'},cell-cell signaling,1,6.7051,{'supercog1'},1
4216,GO:0019682,{'G'},glyceraldehyde-3-phosphate metabolic process,1,7.3585,{'supercog2'},1
4217,GO:0008296,{'B'},3'-5'-exodeoxyribonuclease activity,1,11.3295,{'supercog3'},1
4218,GO:0009584,{'T'},detection of visible light,1,10.3851,{'supercog1'},1
4219,GO:0035592,{'O'},establishment of protein localization to extracellular region,1,7.4904,{'supercog1'},1
4220,GO:0007264,{'T'},small GTPase mediated signal transduction,1,7.7751,{'supercog1'},1
4221,GO:0000018,{'L'},regulation of DNA recombination,1,9.51,{'supercog3'},1
4222,GO:0006487,{'O'},protein N-linked glycosylation,1,10.2585,{'supercog1'},1
4223,GO:0004725,{'O'},protein tyrosine phosphatase activity,1,8.9001,{'supercog1'},1
4224,GO:0016758,{'G'},"transferase activity, transferring hexosyl groups",1,6.8101,{'supercog2'},1
4225,GO:0004634,{'C'},phosphopyruvate hydratase activity,1,9.1158,{'supercog2'},1
4226,GO:0043068,{'D'},positive regulation of programmed cell death,1,7.8978,{'supercog1'},1
4227,GO:0016872,{'R'},intramolecular lyase activity,1,10.1854,{'general function'},1
4228,GO:0045104,{'Z'},intermediate filament cytoskeleton organization,1,11.0051,{'supercog1'},1
4229,GO:0075114,{'R'},suppression by symbiont of host transmembrane receptor-mediated signal transduction,1,10.4561,{'general function'},1
4230,GO:1990837,{'B'},sequence-specific double-stranded DNA binding,1,7.0815,{'supercog3'},1
4231,GO:0016514,{'C'},SWI/SNF complex,1,12.1582,{'supercog2'},1
4232,GO:0006123,{'C'},"mitochondrial electron transport, cytochrome c to oxygen",1,10.9955,{'supercog2'},1
4233,GO:0008410,{'H'},CoA-transferase activity,1,11.1158,{'supercog2'},1
4234,GO:0031099,{'D'},regeneration,1,9.6697,{'supercog1'},1
4235,GO:0035251,{'G'},UDP-glucosyltransferase activity,1,9.0976,{'supercog2'},1
4236,GO:0019787,{'U'},ubiquitin-like protein transferase activity,1,7.6774,{'supercog1'},1
4237,GO:0015079,{'P'},potassium ion transmembrane transporter activity,1,8.6374,{'supercog2'},1
4238,GO:0019731,{'V'},antibacterial humoral response,1,11.0051,{'supercog1'},1
4239,GO:0001819,{'K'},positive regulation of cytokine production,1,8.2103,{'supercog3'},1
4240,GO:0035270,{'D'},endocrine system development,1,11.2935,{'supercog1'},1
4241,GO:0110156,{'A'},methylguanosine-cap decapping,1,11.5949,{'supercog3'},1
4242,GO:0015631,{'Z'},tubulin binding,1,8.0822,{'supercog1'},1
4243,GO:0046451,{'H'},diaminopimelate metabolic process,1,7.4145,{'supercog2'},1
4244,GO:0008092,{'Z'},cytoskeletal protein binding,1,6.551,{'supercog1'},1
4245,GO:0002504,{'W'},antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,1,11.0148,{'supercog1'},1
4246,GO:0000726,{'R'},non-recombinational repair,1,9.8492,{'general function'},1
4247,GO:0048858,{'D'},cell projection morphogenesis,1,8.0796,{'supercog1'},1
4248,GO:0010720,{'D'},positive regulation of cell development,1,8.4234,{'supercog1'},1
4249,GO:0097435,{'R'},supramolecular fiber organization,1,7.1663,{'general function'},1
4250,GO:0051213,{'C'},dioxygenase activity,1,7.6234,{'supercog2'},1
4251,GO:0009151,{'F'},purine deoxyribonucleotide metabolic process,1,11.6096,{'supercog2'},1
4252,GO:0002478,{'W'},antigen processing and presentation of exogenous peptide antigen,1,10.6468,{'supercog1'},1
4253,GO:0032954,{'D'},regulation of cytokinetic process,1,9.8191,{'supercog1'},1
4254,GO:0071229,{'T'},cellular response to acid chemical,1,8.4234,{'supercog1'},1
4255,GO:0006030,{'G'},chitin metabolic process,1,10.2701,{'supercog2'},1
4256,GO:0000245,{'J'},spliceosomal complex assembly,1,10.5238,{'supercog3'},1
4257,GO:0016998,{'M'},cell wall macromolecule catabolic process,1,8.0075,{'supercog1'},1
4258,GO:0006879,{'P'},cellular iron ion homeostasis,1,8.7264,{'supercog2'},1
4259,GO:0019730,{'V'},antimicrobial humoral response,1,9.1909,{'supercog1'},1
4260,GO:0071805,{'P'},potassium ion transmembrane transport,1,8.7046,{'supercog2'},1
4261,GO:0019068,{'X'},virion assembly,1,9.2019,{'supercog3'},1
4262,GO:0043085,{'T'},positive regulation of catalytic activity,1,6.4433,{'supercog1'},1
4263,GO:0032731,{'K'},positive regulation of interleukin-1 beta production,1,11.7165,{'supercog3'},1
4264,GO:0042158,{'O'},lipoprotein biosynthetic process,1,9.2788,{'supercog1'},1
4265,GO:0006811,{'P'},ion transport,1,4.6066,{'supercog2'},1
4266,GO:0032946,{'D'},positive regulation of mononuclear cell proliferation,1,10.0493,{'supercog1'},1
4267,GO:0060048,{'R'},cardiac muscle contraction,1,10.662,{'general function'},1
4268,GO:0098630,{'W'},aggregation of unicellular organisms,1,11.6697,{'supercog1'},1
4269,GO:0031324,{'C'},negative regulation of cellular metabolic process,1,5.1518,{'supercog2'},1
4270,GO:1902686,{'D'},mitochondrial outer membrane permeabilization involved in programmed cell death,1,11.9389,{'supercog1'},1
4271,GO:0001655,{'D'},urogenital system development,1,8.88,{'supercog1'},1
4272,GO:0000746,{'R'},conjugation,1,10.2995,{'general function'},1
4273,GO:0010631,{'N'},epithelial cell migration,1,9.0051,{'supercog1'},1
4274,GO:0071230,{'T'},cellular response to amino acid stimulus,1,10.9205,{'supercog1'},1
4275,GO:0009064,{'E'},glutamine family amino acid metabolic process,1,5.5581,{'supercog2'},1
4276,GO:0007006,{'M'},mitochondrial membrane organization,1,9.7772,{'supercog1'},1
4277,GO:0090151,{'U'},establishment of protein localization to mitochondrial membrane,1,11.1368,{'supercog1'},1
4278,GO:0080030,{'C'},methyl indole-3-acetate esterase activity,1,11.2585,{'supercog2'},1
4279,GO:0051640,{'R'},organelle localization,1,7.4677,{'general function'},1
4280,GO:0006284,{'L'},base-excision repair,1,8.1542,{'supercog3'},1
4281,GO:0071554,{'M'},cell wall organization or biogenesis,1,5.5732,{'supercog1'},1
4282,GO:0008948,{'C'},oxaloacetate decarboxylase activity,1,10.6318,{'supercog2'},1
4283,GO:0046173,{'H'},polyol biosynthetic process,1,9.0695,{'supercog2'},1
4284,GO:0070296,{'P'},sarcoplasmic reticulum calcium ion transport,1,11.9205,{'supercog2'},1
4285,GO:0033692,{'R'},cellular polysaccharide biosynthetic process,1,6.9297,{'general function'},1
4286,GO:0003777,{'Z'},microtubule motor activity,1,9.6244,{'supercog1'},1
4287,GO:0031907,{'M'},microbody lumen,1,10.9114,{'supercog1'},1
4288,GO:0015318,{'U'},inorganic molecular entity transmembrane transporter activity,1,5.2377,{'supercog1'},1
4289,GO:0099402,{'D'},plant organ development,1,8.8755,{'supercog1'},1
4290,GO:1901617,{'C'},organic hydroxy compound biosynthetic process,1,6.6568,{'supercog2'},1
4291,GO:0016567,{'O'},protein ubiquitination,1,7.0069,{'supercog1'},1
4292,GO:0046794,{'X'},transport of virus,1,8.7445,{'supercog3'},1
4293,GO:0016236,{'O'},macroautophagy,1,8.4577,{'supercog1'},1
4294,GO:0061982,{'D'},meiosis I cell cycle process,1,9.0898,{'supercog1'},1
4295,GO:0032268,{'R'},regulation of cellular protein metabolic process,1,5.0006,{'general function'},1
4296,GO:0009651,{'T'},response to salt stress,1,9.2441,{'supercog1'},1
4297,GO:0045055,{'U'},regulated exocytosis,1,7.8525,{'supercog1'},1
4298,GO:0003910,{'B'},DNA ligase (ATP) activity,1,10.8064,{'supercog3'},1
4299,GO:0033176,{'C'},proton-transporting V-type ATPase complex,1,10.662,{'supercog2'},1
4300,GO:0004527,{'C'},exonuclease activity,1,7.0581,{'supercog2'},1
4301,GO:0006835,{'C'},dicarboxylic acid transport,1,10.9114,{'supercog2'},1
4302,GO:0006379,{'R'},mRNA cleavage,1,11.2818,{'general function'},1
4303,GO:0004126,{'C'},cytidine deaminase activity,1,11.3663,{'supercog2'},1
4304,GO:0004318,{'C'},enoyl-[acyl-carrier-protein] reductase (NADH) activity,1,11.1475,{'supercog2'},1
4305,GO:0050900,{'W'},leukocyte migration,1,8.2686,{'supercog1'},1
4306,GO:0023052,{'T'},signaling,1,,{'supercog1'},1
4307,GO:0046916,{'R'},cellular transition metal ion homeostasis,1,8.4153,{'general function'},1
4308,GO:0006464,{'R'},cellular protein modification process,1,3.7504,{'general function'},1
4309,GO:0002064,{'D'},epithelial cell development,1,9.3788,{'supercog1'},1
4310,GO:0004332,{'C'},fructose-bisphosphate aldolase activity,1,10.6022,{'supercog2'},1
4311,GO:0018108,{'O'},peptidyl-tyrosine phosphorylation,1,8.529,{'supercog1'},1
4312,GO:0072662,{'O'},protein localization to peroxisome,1,10.7324,{'supercog1'},1
4313,GO:0031498,{'R'},chromatin disassembly,1,12.2243,{'general function'},1
4314,GO:0009161,{'H'},ribonucleoside monophosphate metabolic process,1,5.4407,{'supercog2'},1
4315,GO:0097599,{'G'},xylanase activity,1,10.1421,{'supercog2'},1
4316,GO:0016893,{'C'},"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",1,6.8363,{'supercog2'},1
4317,GO:0044272,{'C'},sulfur compound biosynthetic process,1,5.2315,{'supercog2'},1
4318,GO:0046912,{'C'},"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",1,9.1079,{'supercog2'},1
4319,GO:0032943,{'D'},mononuclear cell proliferation,1,8.8384,{'supercog1'},1
4320,GO:0016054,{'H'},organic acid catabolic process,1,5.6661,{'supercog2'},1
4321,GO:0046887,{'T'},positive regulation of hormone secretion,1,10.798,{'supercog1'},1
4322,GO:0055052,{'M'},"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",1,11.2356,{'supercog1'},1
4323,GO:0036452,{'O'},ESCRT complex,1,10.832,{'supercog1'},1
4324,GO:0016679,{'C'},"oxidoreductase activity, acting on diphenols and related substances as donors",1,8.2788,{'supercog2'},1
4325,GO:0045981,{'F'},positive regulation of nucleotide metabolic process,1,11.5238,{'supercog2'},1
4326,GO:0004659,{'I'},prenyltransferase activity,1,9.2271,{'supercog2'},1
4327,GO:0090090,{'T'},negative regulation of canonical Wnt signaling pathway,1,10.3663,{'supercog1'},1
4328,GO:0005324,{'I'},long-chain fatty acid transporter activity,1,12.5238,{'supercog2'},1
4329,GO:0009079,{'E'},pyruvate family amino acid biosynthetic process,1,9.2299,{'supercog2'},1
4330,GO:0006809,{'C'},nitric oxide biosynthetic process,1,10.0847,{'supercog2'},1
4331,GO:0008409,{'C'},5'-3' exonuclease activity,1,9.8711,{'supercog2'},1
4332,GO:0050688,{'V'},regulation of defense response to virus,1,10.9859,{'supercog1'},1
4333,GO:0005576,{'W'},extracellular region,1,4.0373,{'supercog1'},1
4334,GO:0030234,{'T'},enzyme regulator activity,1,5.9105,{'supercog1'},1
4335,GO:0035510,{'B'},DNA dealkylation,1,11.0847,{'supercog3'},1
4336,GO:0006356,{'K'},regulation of transcription by RNA polymerase I,1,11.832,{'supercog3'},1
4337,GO:0016247,{'T'},channel regulator activity,1,9.2019,{'supercog1'},1
4338,GO:0032270,{'R'},positive regulation of cellular protein metabolic process,1,6.2843,{'general function'},1
4339,GO:0043434,{'T'},response to peptide hormone,1,8.3632,{'supercog1'},1
4340,GO:0060260,{'K'},regulation of transcription initiation from RNA polymerase II promoter,1,11.1262,{'supercog3'},1
4341,GO:1902600,{'P'},proton transmembrane transport,1,6.1505,{'supercog2'},1
4342,GO:0006595,{'C'},polyamine metabolic process,1,8.9412,{'supercog2'},1
4343,GO:0071029,{'Y'},nuclear ncRNA surveillance,1,11.6096,{'supercog3'},1
4344,GO:0003678,{'B'},DNA helicase activity,1,7.5474,{'supercog3'},1
4345,GO:0000785,{'B'},chromatin,1,7.1249,{'supercog3'},1
4346,GO:0090079,{'F'},"translation regulator activity, nucleic acid binding",1,5.8722,{'supercog2'},1
4347,GO:0007030,{'U'},Golgi organization,1,9.9205,{'supercog1'},1
4348,GO:0005543,{'I'},phospholipid binding,1,7.8277,{'supercog2'},1
4349,GO:0060968,{'R'},regulation of gene silencing,1,9.7772,{'general function'},1
4350,GO:0051047,{'U'},positive regulation of secretion,1,8.4644,{'supercog1'},1
4351,GO:0060314,{'P'},regulation of ryanodine-sensitive calcium-release channel activity,1,12.247,{'supercog2'},1
4352,GO:0034987,{'T'},immunoglobulin receptor binding,1,10.2527,{'supercog1'},1
4353,GO:0043066,{'D'},negative regulation of apoptotic process,1,7.4528,{'supercog1'},1
4354,GO:0019238,{'C'},cyclohydrolase activity,1,7.5986,{'supercog2'},1
4355,GO:0016798,{'G'},"hydrolase activity, acting on glycosyl bonds",1,5.5603,{'supercog2'},1
4356,GO:0075112,{'R'},modulation by symbiont of host transmembrane receptor-mediated signal transduction,1,10.4561,{'general function'},1
4357,GO:0045834,{'I'},positive regulation of lipid metabolic process,1,9.5308,{'supercog2'},1
4358,GO:0050830,{'V'},defense response to Gram-positive bacterium,1,9.3144,{'supercog1'},1
4359,GO:0015948,{'C'},methanogenesis,1,10.169,{'supercog2'},1
4360,GO:0000792,{'B'},heterochromatin,1,10.3416,{'supercog3'},1
4361,GO:0040008,{'T'},regulation of growth,1,7.5317,{'supercog1'},1
4362,GO:0031023,{'Z'},microtubule organizing center organization,1,9.5696,{'supercog1'},1
4363,GO:0006066,{'H'},alcohol metabolic process,1,6.5541,{'supercog2'},1
4364,GO:0010594,{'T'},regulation of endothelial cell migration,1,9.9389,{'supercog1'},1
4365,GO:0030041,{'O'},actin filament polymerization,1,8.8255,{'supercog1'},1
4366,GO:1903532,{'U'},positive regulation of secretion by cell,1,8.5858,{'supercog1'},1
4367,GO:0035861,{'B'},site of double-strand break,1,10.7567,{'supercog3'},1
4368,GO:0002446,{'W'},neutrophil mediated immunity,1,8.3416,{'supercog1'},1
4369,GO:0036387,{'O'},pre-replicative complex,1,12.5518,{'supercog1'},1
4370,GO:0042775,{'C'},mitochondrial ATP synthesis coupled electron transport,1,8.1676,{'supercog2'},1
4371,GO:0072340,{'Q'},cellular lactam catabolic process,1,10.4105,{'supercog2'},1
4372,GO:0021762,{'D'},substantia nigra development,1,12.0345,{'supercog1'},1
4373,GO:0005344,{'C'},oxygen carrier activity,1,8.0469,{'supercog2'},1
4374,GO:0030632,{'E'},D-alanine biosynthetic process,1,10.169,{'supercog2'},1
4375,GO:0000981,{'K'},"DNA-binding transcription factor activity, RNA polymerase II-specific",1,7.7465,{'supercog3'},1
4376,GO:1900190,{'W'},regulation of single-species biofilm formation,1,11.7813,{'supercog1'},1
4377,GO:1901982,{'G'},maltose binding,1,11.5238,{'supercog2'},1
4378,GO:0004364,{'H'},glutathione transferase activity,1,9.3295,{'supercog2'},1
4379,GO:0050821,{'T'},protein stabilization,1,9.1609,{'supercog1'},1
4380,GO:0014069,{'W'},postsynaptic density,1,9.7244,{'supercog1'},1
4381,GO:0008289,{'I'},lipid binding,1,6.4623,{'supercog2'},1
